actual,proposed
5.441281472e-07,11.11111111111111
0.0006699050864,11.11111111111111
0.0006699050864,11.11111111111111
0.11237843513599999,11.11111111111111
0.11237843513599999,11.11111111111111
0.150976718112,11.11111111111111
0.250679065824,11.11111111111111
0.250679065824,11.11111111111111
0.319954395904,11.11111111111111
0.432093798752,11.11111111111111
0.432093798752,11.11111111111111
0.5211292803199999,11.11111111111111
0.5211292803199999,11.11111111111111
0.5709867574399999,11.11111111111111
0.67996303936,11.11111111111111
0.67996303936,11.11111111111111
0.72933547808,11.11111111111111
0.84300299776,11.11111111111111
0.84300299776,11.11111111111111
0.8989147376,11.11111111111111
0.99317848608,11.11111111111111
0.99317848608,11.11111111111111
1.0511770086399999,11.11111111111111
1.14598569888,11.11111111111111
1.14598569888,11.11111111111111
1.26172435488,11.11111111111111
1.26172435488,11.11111111111111
1.30302816864,11.11111111111111
1.4083794031999999,11.11111111111111
1.4083794031999999,11.11111111111111
1.46401889568,11.11111111111111
1.56523098688,11.11111111111111
1.56523098688,11.11111111111111
1.6153964745599998,11.11111111111111
1.71637521088,11.11111111111111
1.71637521088,11.11111111111111
1.76670744448,11.11111111111111
1.86709474688,11.11111111111111
1.86709474688,11.11111111111111
1.9171735088,11.11111111111111
2.01709231328,11.11111111111111
2.01709231328,11.11111111111111
2.11667092032,11.11111111111111
2.11667092032,11.11111111111111
2.16632722944,11.11111111111111
2.26536223584,11.11111111111111
2.26536223584,11.11111111111111
2.31473646272,11.11111111111111
2.413200152,11.11111111111111
2.413200152,11.11111111111111
2.4622842499199997,11.11111111111111
2.56015874048,11.11111111111111
2.56015874048,11.11111111111111
2.65764072992,11.11111111111111
2.65764072992,11.11111111111111
2.7062281664,11.11111111111111
2.8031106752,11.11111111111111
2.8031106752,11.11111111111111
2.89959934176,11.11111111111111
2.89959934176,11.11111111111111
2.94769771648,11.11111111111111
3.0436003136000003,11.11111111111111
3.0436003136000003,11.11111111111111
3.0914067712,11.11111111111111
3.1867268751999998,11.11111111111111
3.1867268751999998,11.11111111111111
3.23424186272,11.11111111111111
3.3289781324799996,11.11111111111111
3.3289781324799996,11.11111111111111
3.37620164992,11.11111111111111
3.4703625791999997,11.11111111111111
3.4703625791999997,11.11111111111111
3.56414173632,11.11111111111111
3.56414173632,11.11111111111111
3.65754135648,11.11111111111111
3.65754135648,11.11111111111111
3.70410101952,11.11111111111111
3.7969351340799995,11.11111111111111
3.7969351340799995,11.11111111111111
3.84321003264,11.11111111111111
3.93548221792,11.11111111111111
3.93548221792,11.11111111111111
3.9814781635200003,11.11111111111111
4.07318976064,11.11111111111111
4.07318976064,11.11111111111111
4.164531208640001,11.11111111111111
4.164531208640001,11.11111111111111
4.21006089152,11.11111111111111
4.30084800992,11.11111111111111
4.30084800992,11.11111111111111
4.34610410432,11.11111111111111
4.436339128319999,11.11111111111111
4.436339128319999,11.11111111111111
4.526208473600001,11.11111111111111
4.526208473600001,11.11111111111111
4.5710063519999995,11.11111111111111
4.6603294144000005,11.11111111111111
4.6603294144000005,11.11111111111111
4.7048590688,11.11111111111111
4.7936367424,11.11111111111111
4.7936367424,11.11111111111111
4.8820567839999995,11.11111111111111
4.8820567839999995,11.11111111111111
4.926134928000001,11.11111111111111
5.0140140512,11.11111111111111
5.0140140512,11.11111111111111
5.0822055328,11.11111111111111
5.230435056,11.11111111111111
5.230435056,11.11111111111111
5.19270488,11.11111111111111
5.19270488,11.11111111111111
5.3848158496,11.11111111111111
5.3645559968,11.11111111111111
5.3645559968,11.11111111111111
5.4384740608,11.11111111111111
5.4384740608,11.11111111111111
5.4281250847999996,11.11111111111111
5.6053719744,11.11111111111111
5.6053719744,11.11111111111111
5.5542753024,11.11111111111111
5.770481728,11.11111111111111
5.770481728,11.11111111111111
5.770481728,11.11111111111111
5.770481728,11.11111111111111
5.8489640704,11.11111111111111
5.8489640704,11.11111111111111
5.9985257728,11.11111111111111
5.9985257728,11.11111111111111
5.9985257728,11.11111111111111
6.094366678399999,11.11111111111111
6.094366678399999,11.11111111111111
6.249377798399999,11.11111111111111
6.249377798399999,11.11111111111111
6.249377798399999,11.11111111111111
6.249377798399999,11.11111111111111
6.4276886432,11.11111111111111
6.4276886432,11.11111111111111
6.4276886432,11.11111111111111
6.4276886432,11.11111111111111
6.3901596352,11.11111111111111
6.5705179232,11.11111111111111
6.5705179232,11.11111111111111
6.5705179232,11.11111111111111
6.5705179232,11.11111111111111
6.6417492768,11.11111111111111
6.6417492768,11.11111111111111
6.8244813472,11.11111111111111
6.8244813472,11.11111111111111
6.8244813472,11.11111111111111
6.8244813472,11.11111111111111
7.0133557472,11.11111111111111
7.0133557472,11.11111111111111
7.0133557472,11.11111111111111
7.095843567999999,11.11111111111111
7.095843567999999,11.11111111111111
7.2557140128,11.11111111111111
7.2557140128,11.11111111111111
7.2557140128,11.11111111111111
7.2557140128,11.11111111111111
7.3366818976,11.11111111111111
7.3366818976,11.11111111111111
7.496820566399999,11.11111111111111
7.496820566399999,11.11111111111111
7.496820566399999,11.11111111111111
7.496820566399999,11.11111111111111
7.512560844799999,11.11111111111111
7.512560844799999,11.11111111111111
7.512560844799999,11.11111111111111
7.584570048,11.11111111111111
7.584570048,11.11111111111111
7.741624140799999,11.11111111111111
7.741624140799999,11.11111111111111
7.741624140799999,11.11111111111111
7.741624140799999,11.11111111111111
7.822547321599999,11.11111111111111
7.822547321599999,11.11111111111111
8.044462447999999,11.11111111111111
8.044462447999999,11.11111111111111
8.044462447999999,11.11111111111111
8.1223099936,11.11111111111111
8.1223099936,11.11111111111111
8.275626831999999,11.11111111111111
8.275626831999999,11.11111111111111
8.275626831999999,11.11111111111111
8.275626831999999,11.11111111111111
8.2913715808,11.11111111111111
8.2913715808,11.11111111111111
8.2913715808,11.11111111111111
8.3641809856,11.11111111111111
8.3641809856,11.11111111111111
8.5699534976,11.11111111111111
8.5699534976,11.11111111111111
8.5699534976,11.11111111111111
8.6464867456,11.11111111111111
8.6464867456,11.11111111111111
8.7967503008,11.11111111111111
8.7967503008,11.11111111111111
8.7967503008,11.11111111111111
8.7967503008,11.11111111111111
8.8700916832,11.11111111111111
8.8700916832,11.11111111111111
8.99366248,11.11111111111111
8.99366248,11.11111111111111
8.99366248,11.11111111111111
8.99366248,11.11111111111111
9.1302510816,11.11111111111111
9.1302510816,11.11111111111111
9.1302510816,11.11111111111111
9.1302510816,11.11111111111111
9.130501424,11.11111111111111
9.2751456864,11.11111111111111
